sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
80.49671415301123,3.4861735698828817,120.8419950995309,0.5761514928204012,9.882923312638333,54.578553477491475,2.5158425631014785,91.30463903955994,1.753052561406505,30.813840065378947
79.53658230718754,3.4534270246429744,120.31455095303585,0.4043359877671101,9.137541083743484,53.987882447366246,1.9974337759331153,90.53422046541196,1.7091975924478788,27.88154444799706
81.46564876892155,3.4774223699513462,120.0877866660943,0.42876259068932715,9.72780863773741,55.19966066147776,1.9698012845155395,90.63868663118764,1.7399361310081196,29.562459375310084
79.39829338777061,3.685227818450894,119.98245360784068,0.44711445355220497,10.411272456051595,52.80248143005216,2.2417727190009513,86.66856078940438,1.667181395110157,30.295291853803686
80.7384665799954,3.517136828118997,119.84965723289528,0.48494481522053556,9.260739004816287,53.704280424889525,2.1078722458080428,91.79710778457216,1.8343618289568462,27.3554397669559
80.32408396939479,3.4614917719583684,119.12000139960226,0.5305838144420434,10.515499761247975,56.67630421440916,2.0321564953554723,89.47433896105294,1.8331263431403564,31.46331769068354
79.52082576215471,3.481434102333618,118.56176453379216,0.44018966879596644,10.4062629111971,57.441232051427484,2.185597975683933,91.70600592641644,1.8361636025047634,29.032320368092314
80.36139560550842,3.653803656646597,119.95342614915707,0.5782321827907003,8.690127447955128,56.4794245078754,2.2174094136476343,89.49168750420803,1.8091760776535504,27.01864662809866
79.7803281121625,3.5357112571511746,121.92126225816398,0.4740864890863176,9.595753198553407,54.09683732154783,2.383080423540415,90.55887688642146,1.7470239796232963,30.769901149670034
80.09707754934804,3.596864499053289,119.08733097795944,0.4836168926701116,9.803945923433922,52.36567309336219,2.2592240554129153,90.44379396270581,1.800511345664246,29.648119299937278
78.58462925794959,3.457935467723464,119.5544711285152,0.4598861365389191,9.919357144166995,55.72729154226617,2.5772371802421064,90.29678228181413,1.8257550390722765,29.88833112635075
78.08122878470095,3.4973486124550783,120.07829927292333,0.6231621056242643,9.903819517609438,55.5427852162005,2.1930576460589517,88.01324733604679,1.9142822814515021,31.12789954903016
80.79103194704305,3.409061254520526,121.82363260421693,0.42990744686038596,10.293428546900135,58.94282012645796,2.0018927349738624,89.03729385967529,1.8099651365087641,29.244786518825702
78.44933656893387,3.506856297480603,118.61900517215606,0.5236796215317591,9.5402878828831,57.78988192903157,2.043349341532753,89.45249542245035,1.881351721736967,28.153703525349066
80.22745993460413,3.6307142754282427,117.9102717950704,0.5092316929266152,10.129941397124211,56.40728116919916,1.9526098578243838,87.75522375775672,1.8521941565616897,30.44547700984978
80.25049285034588,3.5346448209496977,119.11596786194796,0.5116126848580502,10.146536236649341,53.71416744755254,2.5731549022289517,90.80551596555004,1.6808696502797351,30.984830412950746
79.02531832977267,3.578708460374245,121.50617425270963,0.45896588408241445,10.48168806462216,55.743005668485694,2.3644120319988984,93.22454807051172,1.775461188399713,28.869395753463767
79.11048557037448,3.4184189715034563,119.89976777776167,0.5170575987408322,10.13834539966501,56.488929848264846,2.2026003783755814,92.47100793116743,1.7735343166762045,34.08025374988443
80.625667347765,3.4142842443583716,118.60783975252055,0.5241236207621592,9.888268607337075,56.28520088936577,2.2946475249147094,89.87619084848332,1.7153206281931594,27.7277291629712
79.55348504793298,3.5856398794323474,120.27832186736927,0.4377130610644006,10.08659046292559,55.69357128351191,2.023228512759774,90.2613326801074,1.8058208718446,28.285544553254066
80.35778736034828,3.5560784526368234,121.40796661612787,0.5526901026017451,9.311165316021455,53.31191492815278,2.303007053441732,90.87343611655075,1.8515047686306048,35.77909723598208
80.57089051069316,3.61355656401806,121.24020229254117,0.5325695625652899,9.842365377679828,56.36614459688788,2.045434957092486,89.59740836854199,1.7514636452170897,30.122811209079483
82.31465856667351,3.313273480740825,120.89213824748687,0.4193642064405174,9.764034067105284,56.96011107454126,2.2128560038190925,88.16783387752018,1.7284696290740031,31.019396623402013
79.26963336828287,3.5216458589581974,120.05924339187496,0.46741998261970913,11.071972044662663,56.14105424017242,1.7949714826684788,90.31697233510803,1.7338213535231612,31.278650002194336
79.2074792615673,3.48852635585331,120.6564834626746,0.5432877597085061,9.399851796472111,54.39789777548629,2.105010937767809,88.8893403046247,1.9765454240281097,30.607472566441434
78.73911604566496,3.5917861947054774,122.75880305611642,0.5516232630275574,9.240315017022994,54.128378668840746,2.4533822298373247,88.79696190844807,1.8443819428146229,31.161951080144004
79.07306952842191,3.49404746439382,115.78635245791021,0.4487806179332855,9.87371592430342,52.75399027246327,2.5264822607863273,87.56875965746693,1.7559955513303016,30.196110865929136
81.44127328906612,3.356413784882056,121.51211287780144,0.5005116530509793,9.509245674476025,55.83178625367389,2.239811939114694,88.97963130883005,1.8069802084990019,29.422029604707358
80.11351734525125,3.5662130674521046,122.06182186098896,0.43810922505865757,11.066516687328134,51.486241960859495,2.1696429809928834,91.00013925102378,1.8280991867735032,29.06595072026911
79.79187774964272,3.450699906534117,119.23382581597252,0.5424801048510512,10.178507742982523,53.752762728530826,2.37991997508665,90.52240918549023,1.881286211883896,30.944443262885418
79.17100498907793,3.4439818959803032,120.97148168666024,0.5305185132716732,9.989549203017926,55.211189289955804,2.455532979157685,88.99432863897908,1.854709738117004,29.69671102134916
79.78231879677278,3.609877685198719,121.07304125368444,0.5406754818000319,10.652739403577165,55.03780691493897,2.336390594258993,89.47254651379113,1.8324166352488442,29.804785418448475
80.09699596499271,3.5595157025436914,118.93631311179648,0.6046193637842731,9.496991309250149,52.81446049698208,2.4316221747000135,91.345826579737,1.8624119817052156,30.94251826389642
79.98775322715309,3.410274562851417,120.09854592565185,0.4661419144243944,10.487559866708876,54.73529671329615,2.034900560641498,89.4536440691899,1.8412931454275625,29.154413170794037
79.17777960443357,3.5243687211491914,120.31845654244134,0.4746528412314435,9.764480847190839,55.417689887243746,1.9103831317005353,87.60731158355986,1.7281555778747564,29.67982927243223
80.310907565598,3.647535621694955,121.11495751016263,0.49200307350182865,9.990491896048656,53.19544714365195,2.196297372801522,89.50928031383576,1.832271856033809,28.759153584671516
80.51934651424118,3.6532738913002576,119.85861180700608,0.520085586104947,10.345071995855557,54.27780315060549,2.2448184963620834,90.02140708132904,1.8097676098548832,28.8404853242168
