wafer_id,etch_chamber_temp_avg,cmp_endpoint_thickness,thermal_anneal_temp_max,etch_endpoint_signal,wafer_edge_exclusion,etch_pressure_peak,cmp_pad_temp,deposition_uniformity_index,deposition_thickness_var,cleaning_dhf_concentration,deposition_rate_mean,implant_dose_total,litho_overlay_y,etch_chamber_temp_std,deposition_gas_flow_avg,litho_overlay_x,metrology_cd_mean,cmp_slurry_flow_rate,implant_beam_current,metrology_cd_uniformity,etch_rf_power_mean,cmp_polish_time,litho_exposure_time,deposition_chamber_pressure,litho_dose_avg,implant_tilt_angle,implant_energy_mean,cmp_pressure_avg,particle_count_post,litho_focus_offset
W0001_0000,1.5441799677142471,20.762615451293712,9.55098077329964,,-11.30787814266775,-6071.39621021391,10.347199473438172,0.04983200264266926,8.787996167997267,4.440400454957396,0.8099055298373347,15.967242367206541,5.3342822879220995,50.55760459554262,22.820159084304226,12.827552657809072,3.1388032602728853,4.256591784202711,6.600353012860809,0.030912942062706866,-0.10979780881484846,7.137165190248833,0.1396965369980434,0.10324646622064149,0.01560588465948123,6.121004450874622,0.9317457386681147,15.981605529643524,343.51515184713895,-0.011781295802196131
W0001_0001,-1.8745799823213205,21.830611679721738,19.062318458856875,71.3862442541764,12.861456968580283,-5417.165317430832,5.956667625561929,0.038629091335790774,9.328394892091296,4.150934908847986,0.830650116978162,15.766363666265162,6.917436456513414,31.928800704690957,10.42430473869214,6.154834818603045,-5.107130744785842,4.2098147444287175,8.521650413173605,0.02094073456661177,0.06677534149659775,9.798301801075194,0.07795947276462208,0.07177465163192032,0.034695179167097974,5.165563815610366,,15.691956820505194,,-0.013203032082862979
W0001_0002,29.246175634826255,,14.650484806722252,68.121619456037,638.6382307172485,-5751.644374825615,18.217957789219295,0.018529103323839047,8.676978108682938,4.4678681621426115,0.8031688280847357,15.846168744042414,,31.71208059776712,,3.2937781298566002,7.479619035042319,-0.7963314498191636,,0.03573236002894113,0.8566139921426202,5.50758651586462,0.06691706315093994,0.06457926846306936,0.023818473956071673,5.083787309800056,0.987704135222446,15.890122139294519,206.24049378803502,-0.003603879311473154
W0001_0003,-1.4368596936078986,19.94184979376601,13.552564380066402,,26.663561047399234,-6454.98885172757,17.105009341895016,,9.028296314959482,5.140136350194808,0.6741686231038985,15.7500231658914,3.630682888331033,58.098403842442735,36.781296278635274,10.158422300852376,2.907351479180343,-2.6685854467738244,6.037401283055858,0.02096101532463567,-0.15544588115710578,5.653944702146752,0.13211349139217632,0.06967259800512648,0.028840269434047924,6.681037125759685,1.0296324509515713,15.748744614767443,543.7572288306304,-0.00932447868414803
W0001_0004,28.728176085269485,11.050890568335682,15.001626416305294,69.78139823372761,,-5562.765958745173,15.42836484470924,,8.904913755393178,2.3396493710557382,0.8288932904000847,15.961539785320106,6.954684137570169,176.62409945662313,13.077833305871176,6.892983137834364,3.3819449553228993,0.15656180774847428,6.646290462284941,0.03703305871628579,0.41018180879392874,10.39869440536928,0.08625986495928574,0.11127581161347028,0.03851252259376287,5.906684312734571,1.1667781935346955,15.975291517038169,109.26450040956198,
W0001_0005,2.235556529498797,18.185233641776854,9.135373022125535,72.2467884986723,-17.70324298872281,-4973.19370840116,6.819301817966115,0.04536617422513766,8.581027987804159,2.2850112934719173,0.8763521324766804,15.92709230008903,6.202991009998247,,7.9942173113539114,7.911741794151465,0.4394609082607896,8.070031627356489,6.053771018801799,,-0.010316614687870124,8.092483729984393,,,0.036171358869845,6.40578935638626,1.3093668221263386,15.862654386972574,,-0.010183859750028897
W0001_0006,0.011680672723449859,,4.691502329371975,67.81638365763386,389.40836113852185,-5752.388843678719,3.319354518983145,0.04590219116094489,8.559497174305726,3.993305476937964,,15.830974950746002,7.741124104252227,31.476838673769933,11.310741355367306,7.225743927300432,2.3656453672268762,3.222832127551732,2.817532378026766,,-0.057766600503444364,4.73321380923087,0.12444103944290766,0.09011032302332539,0.03374482249283389,5.905315095925854,1.2820554865075313,,64.65802372317754,-0.011026309068577015
W0001_0007,-0.3212980939858365,20.20189440142848,19.08898425394668,72.58451092906131,23.26946362806457,-5694.740473804395,12.828689145618783,0.043194112742608905,8.586937154717264,3.803520265036176,0.8308623849893559,15.8374777345517,6.060447095429097,41.38393847695506,12.084253969348188,3.2443038516593763,-6.052053570533215,4.451012199153501,5.921437637669629,0.023425252629945017,-1.6224355472795229,-4.038694577055402,0.12778345306651887,0.09782889011818262,0.024176994024496436,6.264247460183765,0.9187464976329788,15.89858088976079,-25.294039085827862,-0.011990061549143947
W0001_0008,-1.4060671780661969,20.914615806698304,4.661636790835405,67.28207704375289,,-5523.1034448529435,4.680500275252253,0.03789844067579309,8.604968788391076,3.5297825904533235,0.8281574783368799,15.807111172042097,,,,7.070016472032721,,2.0847875119939347,4.7069608403343,0.023785117314164307,,0.52685420681838,0.11658364399262611,0.08988581570252538,0.034545177767878944,5.8782616630595035,1.2777844754461267,,93.46590149206108,-0.011028947827447946
W0001_0009,-7.3022641624414595,25.921812616836792,12.344720192693378,,481.58810428395975,-4232.473203950625,142.0782125942808,0.4676215112022038,,4.25873721448166,0.7563468999009479,,6.6677064729858895,,142.53951110981086,144.2979329598879,-15.103137452594664,134.9167857902101,,0.032491837616108896,-0.5026725149342328,,0.9385514447509564,,0.031754805120677854,4.785020836626694,1.0124216771625738,15.739538146559832,,-0.006199095732277297
W0001_0010,,24.510849537219286,17.644434129943765,,414.0928797969474,-5600.62171307535,15.273072327989892,0.057273083289981624,8.607469963446484,,0.7157660196884933,15.881383811358718,7.348637074085096,32.82015432113073,15.481710470142687,10.42871684718682,-12.909114431598173,1.3013111826980026,5.374275688304073,0.018578189410875485,-0.6301143812952243,1.6260321813789518,0.13430471740707067,,0.01830512043323177,8.59513595330151,1.3540405133765716,15.85481808563649,307.41096810601965,-0.011880843289523246
W0001_0011,-9.493773485472449,31.252166270698034,,65.73943639205281,320.80333664266016,,15.61298561631353,0.04144280450614237,8.689928306618366,,0.6533156861234327,15.461455626878942,10.141560709002869,55.7478264985949,,13.768695128784273,999.0540253379136,1.9426645842627634,10.187320469963407,0.016798959639711824,0.25937494173264664,12.778989025583277,0.08980252654152815,0.07567984234145991,0.0439615218696123,,1.3011695055310561,,82.08576443859786,-0.008627119646302039
